,image,steering,is_flipped,random_shift,is_shift
120, IMG/left_2016_12_01_13_32_49_008.jpg,0.17024281000000002,False,0,False
121, IMG/right_2016_12_01_13_32_49_008.jpg,-0.28975719,False,0,False
124, IMG/right_2016_12_01_13_32_49_109.jpg,-0.28975719,False,0,False
129, IMG/left_2016_12_01_13_32_49_514.jpg,0.24391724,False,0,False
130, IMG/right_2016_12_01_13_32_49_514.jpg,-0.21608276,False,0,False
136, IMG/right_2016_12_01_13_32_49_715.jpg,-0.21608276,False,0,False
141, IMG/left_2016_12_01_13_32_50_524.jpg,0.23,False,0,False
146,IMG/center_2016_12_01_13_32_51_437.jpg,0.01391724,False,0,False
147, IMG/left_2016_12_01_13_32_51_538.jpg,0.35873960000000005,False,0,False
150, IMG/left_2016_12_01_13_32_51_639.jpg,0.4448564,False,0,False
151, IMG/right_2016_12_01_13_32_51_639.jpg,-0.015143600000000035,False,0,False
152,IMG/center_2016_12_01_13_32_51_639.jpg,0.21485639999999998,False,0,False
153, IMG/left_2016_12_01_13_32_51_740.jpg,0.4448564,False,0,False
157, IMG/right_2016_12_01_13_32_51_842.jpg,-0.23,False,0,False
160, IMG/right_2016_12_01_13_32_52_045.jpg,-0.23,False,0,False
163, IMG/right_2016_12_01_13_32_52_350.jpg,-0.31824026,False,0,False
164,IMG/center_2016_12_01_13_32_52_350.jpg,-0.08824026,False,0,False
165, IMG/left_2016_12_01_13_32_52_450.jpg,-0.0006556000000000062,False,0,False
166, IMG/right_2016_12_01_13_32_52_450.jpg,-0.46065560000000005,False,0,False
168, IMG/left_2016_12_01_13_32_52_551.jpg,-0.0006556000000000062,False,0,False
169, IMG/right_2016_12_01_13_32_52_551.jpg,-0.46065560000000005,False,0,False
170,IMG/center_2016_12_01_13_32_52_551.jpg,-0.23065560000000002,False,0,False
172, IMG/right_2016_12_01_13_32_52_652.jpg,-0.38470079999999995,False,0,False
175, IMG/right_2016_12_01_13_32_52_753.jpg,-0.3087459,False,0,False
177, IMG/left_2016_12_01_13_32_53_055.jpg,0.27262284000000003,False,0,False
180, IMG/left_2016_12_01_13_32_53_156.jpg,0.38744520000000005,False,0,False
181, IMG/right_2016_12_01_13_32_53_156.jpg,-0.07255479999999997,False,0,False
183, IMG/left_2016_12_01_13_32_53_257.jpg,0.3778767,False,0,False
189, IMG/left_2016_12_01_13_32_53_459.jpg,0.48313059999999997,False,0,False
190, IMG/right_2016_12_01_13_32_53_459.jpg,0.023130599999999973,False,0,False
192, IMG/left_2016_12_01_13_32_53_561.jpg,0.23,False,0,False
194,IMG/center_2016_12_01_13_32_53_561.jpg,0.0,False,0,False
195, IMG/left_2016_12_01_13_32_53_764.jpg,0.09428800000000001,False,0,False
196, IMG/right_2016_12_01_13_32_53_764.jpg,-0.36571200000000004,False,0,False
199, IMG/right_2016_12_01_13_32_53_865.jpg,-0.5081274,False,0,False
201, IMG/left_2016_12_01_13_32_53_966.jpg,-0.09559920000000002,False,0,False
202, IMG/right_2016_12_01_13_32_53_966.jpg,-0.5555992000000001,False,0,False
203,IMG/center_2016_12_01_13_32_53_966.jpg,-0.32559920000000003,False,0,False
204, IMG/left_2016_12_01_13_32_54_067.jpg,-0.02913869999999999,False,0,False
205, IMG/right_2016_12_01_13_32_54_067.jpg,-0.48913870000000004,False,0,False
207, IMG/left_2016_12_01_13_32_54_371.jpg,0.26305431,False,0,False
211, IMG/right_2016_12_01_13_32_54_472.jpg,-0.18737716000000001,False,0,False
212,IMG/center_2016_12_01_13_32_54_472.jpg,0.04262284,False,0,False
213, IMG/left_2016_12_01_13_32_54_574.jpg,0.3204655,False,0,False
214, IMG/right_2016_12_01_13_32_54_574.jpg,-0.1395345,False,0,False
215,IMG/center_2016_12_01_13_32_54_574.jpg,0.09046549999999999,False,0,False
216, IMG/left_2016_12_01_13_32_54_674.jpg,0.38744520000000005,False,0,False
219, IMG/left_2016_12_01_13_32_54_775.jpg,0.47356200000000004,False,0,False
221,IMG/center_2016_12_01_13_32_54_775.jpg,0.243562,False,0,False
222, IMG/left_2016_12_01_13_32_54_875.jpg,0.49269910000000006,False,0,False
223, IMG/right_2016_12_01_13_32_54_875.jpg,0.03269910000000001,False,0,False
224,IMG/center_2016_12_01_13_32_54_875.jpg,0.2626991,False,0,False
225, IMG/left_2016_12_01_13_32_54_976.jpg,0.49269910000000006,False,0,False
226, IMG/right_2016_12_01_13_32_54_976.jpg,0.03269910000000001,False,0,False
228, IMG/left_2016_12_01_13_32_55_078.jpg,0.49269910000000006,False,0,False
231, IMG/left_2016_12_01_13_32_55_481.jpg,0.23,False,0,False
232, IMG/right_2016_12_01_13_32_55_481.jpg,-0.23,False,0,False
235, IMG/right_2016_12_01_13_32_55_786.jpg,-0.29925154,False,0,False
236,IMG/center_2016_12_01_13_32_55_786.jpg,-0.06925154,False,0,False
237, IMG/left_2016_12_01_13_32_55_888.jpg,0.16074846,False,0,False
238, IMG/right_2016_12_01_13_32_55_888.jpg,-0.29925154,False,0,False
239,IMG/center_2016_12_01_13_32_55_888.jpg,-0.06925154,False,0,False
241, IMG/right_2016_12_01_13_32_55_988.jpg,-0.29925154,False,0,False
244, IMG/right_2016_12_01_13_32_56_089.jpg,-0.29925154,False,0,False
245,IMG/center_2016_12_01_13_32_56_089.jpg,-0.06925154,False,0,False
247, IMG/right_2016_12_01_13_32_56_191.jpg,-0.28975719,False,0,False
249, IMG/left_2016_12_01_13_32_56_595.jpg,0.23,False,0,False
250, IMG/right_2016_12_01_13_32_56_595.jpg,-0.23,False,0,False
252, IMG/left_2016_12_01_13_32_56_897.jpg,0.24391724,False,0,False
253, IMG/right_2016_12_01_13_32_56_897.jpg,-0.21608276,False,0,False
255, IMG/left_2016_12_01_13_32_56_999.jpg,0.24391724,False,0,False
256, IMG/right_2016_12_01_13_32_56_999.jpg,-0.21608276,False,0,False
258, IMG/left_2016_12_01_13_32_57_101.jpg,0.24391724,False,0,False
260,IMG/center_2016_12_01_13_32_57_101.jpg,0.01391724,False,0,False
261, IMG/left_2016_12_01_13_32_57_203.jpg,0.3970138,False,0,False
264, IMG/left_2016_12_01_13_32_57_304.jpg,0.5788158,False,0,False
267, IMG/left_2016_12_01_13_32_57_405.jpg,0.5788158,False,0,False
269,IMG/center_2016_12_01_13_32_57_405.jpg,0.3488158,False,0,False
270, IMG/left_2016_12_01_13_32_57_507.jpg,0.3204655,False,0,False
272,IMG/center_2016_12_01_13_32_57_507.jpg,0.09046549999999999,False,0,False
274, IMG/right_2016_12_01_13_32_57_709.jpg,-0.3467233,False,0,False
276, IMG/left_2016_12_01_13_32_57_810.jpg,0.11327670000000002,False,0,False
277, IMG/right_2016_12_01_13_32_57_810.jpg,-0.3467233,False,0,False
279, IMG/left_2016_12_01_13_32_57_912.jpg,0.11327670000000002,False,0,False
280, IMG/right_2016_12_01_13_32_57_912.jpg,-0.3467233,False,0,False
281,IMG/center_2016_12_01_13_32_57_912.jpg,-0.11672329999999999,False,0,False
282, IMG/left_2016_12_01_13_32_58_012.jpg,0.11327670000000002,False,0,False
283, IMG/right_2016_12_01_13_32_58_012.jpg,-0.3467233,False,0,False
284,IMG/center_2016_12_01_13_32_58_012.jpg,-0.11672329999999999,False,0,False
286, IMG/right_2016_12_01_13_32_58_113.jpg,-0.32773462,False,0,False
287,IMG/center_2016_12_01_13_32_58_113.jpg,-0.09773462,False,0,False
288, IMG/left_2016_12_01_13_32_58_417.jpg,0.23,False,0,False
290,IMG/center_2016_12_01_13_32_58_417.jpg,0.0,False,0,False
292, IMG/right_2016_12_01_13_32_58_822.jpg,-0.23,False,0,False
293,IMG/center_2016_12_01_13_32_58_822.jpg,0.0,False,0,False
294, IMG/left_2016_12_01_13_32_59_023.jpg,0.24391724,False,0,False
296,IMG/center_2016_12_01_13_32_59_023.jpg,0.01391724,False,0,False
297, IMG/left_2016_12_01_13_32_59_124.jpg,0.25348577,False,0,False
298, IMG/right_2016_12_01_13_32_59_124.jpg,-0.20651423000000002,False,0,False
299,IMG/center_2016_12_01_13_32_59_124.jpg,0.02348577,False,0,False
300, IMG/left_2016_12_01_13_32_59_224.jpg,0.25348577,False,0,False
301, IMG/right_2016_12_01_13_32_59_224.jpg,-0.20651423000000002,False,0,False
302,IMG/center_2016_12_01_13_32_59_224.jpg,0.02348577,False,0,False
303, IMG/left_2016_12_01_13_32_59_325.jpg,0.2917599,False,0,False
304, IMG/right_2016_12_01_13_32_59_325.jpg,-0.1682401,False,0,False
305,IMG/center_2016_12_01_13_32_59_325.jpg,0.061759900000000006,False,0,False
308,IMG/center_2016_12_01_13_32_59_427.jpg,0.100034,False,0,False
309, IMG/left_2016_12_01_13_32_59_527.jpg,0.330034,False,0,False
312, IMG/left_2016_12_01_13_32_59_628.jpg,0.38744520000000005,False,0,False
315, IMG/left_2016_12_01_13_32_59_730.jpg,0.38744520000000005,False,0,False
319, IMG/right_2016_12_01_13_33_00_234.jpg,-0.23,False,0,False
322, IMG/right_2016_12_01_13_33_00_640.jpg,-0.23,False,0,False
325, IMG/right_2016_12_01_13_33_01_145.jpg,-0.23,False,0,False
327, IMG/left_2016_12_01_13_33_01_549.jpg,0.35873960000000005,False,0,False
328, IMG/right_2016_12_01_13_33_01_549.jpg,-0.1012604,False,0,False
330, IMG/left_2016_12_01_13_33_01_649.jpg,0.35873960000000005,False,0,False
333, IMG/left_2016_12_01_13_33_01_750.jpg,0.35873960000000005,False,0,False
334, IMG/right_2016_12_01_13_33_01_750.jpg,-0.1012604,False,0,False
336, IMG/left_2016_12_01_13_33_01_851.jpg,0.3970138,False,0,False
339, IMG/left_2016_12_01_13_33_01_951.jpg,0.3970138,False,0,False
341,IMG/center_2016_12_01_13_33_01_951.jpg,0.1670138,False,0,False
342, IMG/left_2016_12_01_13_33_02_052.jpg,0.3970138,False,0,False
345, IMG/left_2016_12_01_13_33_02_153.jpg,0.3970138,False,0,False
348, IMG/left_2016_12_01_13_33_02_255.jpg,0.3970138,False,0,False
351, IMG/left_2016_12_01_13_33_02_357.jpg,0.38744520000000005,False,0,False
357, IMG/left_2016_12_01_13_33_03_068.jpg,0.3970138,False,0,False
360, IMG/left_2016_12_01_13_33_03_170.jpg,0.3970138,False,0,False
363, IMG/left_2016_12_01_13_33_03_271.jpg,0.3970138,False,0,False
364, IMG/right_2016_12_01_13_33_03_271.jpg,-0.06298620000000002,False,0,False
366, IMG/left_2016_12_01_13_33_03_371.jpg,0.3970138,False,0,False
367, IMG/right_2016_12_01_13_33_03_371.jpg,-0.06298620000000002,False,0,False
369, IMG/left_2016_12_01_13_33_03_473.jpg,0.3970138,False,0,False
370, IMG/right_2016_12_01_13_33_03_473.jpg,-0.06298620000000002,False,0,False
371,IMG/center_2016_12_01_13_33_03_473.jpg,0.1670138,False,0,False
372, IMG/left_2016_12_01_13_33_03_574.jpg,0.38744520000000005,False,0,False
378, IMG/left_2016_12_01_13_33_04_588.jpg,0.35873960000000005,False,0,False
379, IMG/right_2016_12_01_13_33_04_588.jpg,-0.1012604,False,0,False
380,IMG/center_2016_12_01_13_33_04_588.jpg,0.1287396,False,0,False
381, IMG/left_2016_12_01_13_33_04_689.jpg,0.35873960000000005,False,0,False
382, IMG/right_2016_12_01_13_33_04_689.jpg,-0.1012604,False,0,False
383,IMG/center_2016_12_01_13_33_04_689.jpg,0.1287396,False,0,False
384, IMG/left_2016_12_01_13_33_04_789.jpg,0.35873960000000005,False,0,False
385, IMG/right_2016_12_01_13_33_04_789.jpg,-0.1012604,False,0,False
386,IMG/center_2016_12_01_13_33_04_789.jpg,0.1287396,False,0,False
387, IMG/left_2016_12_01_13_33_04_891.jpg,0.35873960000000005,False,0,False
388, IMG/right_2016_12_01_13_33_04_891.jpg,-0.1012604,False,0,False
389,IMG/center_2016_12_01_13_33_04_891.jpg,0.1287396,False,0,False
390, IMG/left_2016_12_01_13_33_04_992.jpg,0.35873960000000005,False,0,False
391, IMG/right_2016_12_01_13_33_04_992.jpg,-0.1012604,False,0,False
392,IMG/center_2016_12_01_13_33_04_992.jpg,0.1287396,False,0,False
393, IMG/left_2016_12_01_13_33_05_092.jpg,0.35873960000000005,False,0,False
394, IMG/right_2016_12_01_13_33_05_092.jpg,-0.1012604,False,0,False
396, IMG/left_2016_12_01_13_33_05_194.jpg,0.35873960000000005,False,0,False
397, IMG/right_2016_12_01_13_33_05_194.jpg,-0.1012604,False,0,False
399, IMG/left_2016_12_01_13_33_05_295.jpg,0.35873960000000005,False,0,False
400, IMG/right_2016_12_01_13_33_05_295.jpg,-0.1012604,False,0,False
401,IMG/center_2016_12_01_13_33_05_295.jpg,0.1287396,False,0,False
402, IMG/left_2016_12_01_13_33_05_396.jpg,0.38744520000000005,False,0,False
404,IMG/center_2016_12_01_13_33_05_396.jpg,0.15744520000000004,False,0,False
405, IMG/left_2016_12_01_13_33_05_496.jpg,0.3970138,False,0,False
408, IMG/left_2016_12_01_13_33_05_599.jpg,0.4065823,False,0,False
411, IMG/left_2016_12_01_13_33_05_701.jpg,0.4065823,False,0,False
414, IMG/left_2016_12_01_13_33_05_802.jpg,0.4065823,False,0,False
416,IMG/center_2016_12_01_13_33_05_802.jpg,0.1765823,False,0,False
417, IMG/left_2016_12_01_13_33_05_903.jpg,0.4065823,False,0,False
422,IMG/center_2016_12_01_13_33_06_005.jpg,0.1765823,False,0,False
423, IMG/left_2016_12_01_13_33_06_108.jpg,0.3778767,False,0,False
424, IMG/right_2016_12_01_13_33_06_108.jpg,-0.08212330000000001,False,0,False
425,IMG/center_2016_12_01_13_33_06_108.jpg,0.1478767,False,0,False
426, IMG/left_2016_12_01_13_33_06_209.jpg,0.35873960000000005,False,0,False
427, IMG/right_2016_12_01_13_33_06_209.jpg,-0.1012604,False,0,False
429, IMG/left_2016_12_01_13_33_06_310.jpg,0.35873960000000005,False,0,False
430, IMG/right_2016_12_01_13_33_06_310.jpg,-0.1012604,False,0,False
432, IMG/left_2016_12_01_13_33_06_411.jpg,0.35873960000000005,False,0,False
435, IMG/left_2016_12_01_13_33_06_512.jpg,0.35873960000000005,False,0,False
439, IMG/right_2016_12_01_13_33_07_022.jpg,-0.23,False,0,False
441, IMG/left_2016_12_01_13_33_07_428.jpg,0.23,False,0,False
443,IMG/center_2016_12_01_13_33_07_428.jpg,0.0,False,0,False
445, IMG/right_2016_12_01_13_33_07_834.jpg,-0.23,False,0,False
446,IMG/center_2016_12_01_13_33_07_834.jpg,0.0,False,0,False
447, IMG/left_2016_12_01_13_33_07_936.jpg,0.23,False,0,False
448, IMG/right_2016_12_01_13_33_07_936.jpg,-0.23,False,0,False
450, IMG/left_2016_12_01_13_33_08_039.jpg,0.47356200000000004,False,0,False
452,IMG/center_2016_12_01_13_33_08_039.jpg,0.243562,False,0,False
453, IMG/left_2016_12_01_13_33_08_142.jpg,0.47356200000000004,False,0,False
454, IMG/right_2016_12_01_13_33_08_142.jpg,0.01356199999999999,False,0,False
455,IMG/center_2016_12_01_13_33_08_142.jpg,0.243562,False,0,False
456, IMG/left_2016_12_01_13_33_08_244.jpg,0.4639935,False,0,False
457, IMG/right_2016_12_01_13_33_08_244.jpg,0.003993499999999983,False,0,False
458,IMG/center_2016_12_01_13_33_08_244.jpg,0.2339935,False,0,False
459, IMG/left_2016_12_01_13_33_08_346.jpg,0.47356200000000004,False,0,False
462, IMG/left_2016_12_01_13_33_08_447.jpg,0.4639935,False,0,False
463, IMG/right_2016_12_01_13_33_08_447.jpg,0.003993499999999983,False,0,False
465, IMG/left_2016_12_01_13_33_08_548.jpg,0.4448564,False,0,False
466, IMG/right_2016_12_01_13_33_08_548.jpg,-0.015143600000000035,False,0,False
468, IMG/left_2016_12_01_13_33_08_649.jpg,0.3204655,False,0,False
471, IMG/left_2016_12_01_13_33_09_562.jpg,0.23434871100000002,False,0,False
473,IMG/center_2016_12_01_13_33_09_562.jpg,0.004348711,False,0,False
474, IMG/left_2016_12_01_13_33_09_662.jpg,0.28219137,False,0,False
476,IMG/center_2016_12_01_13_33_09_662.jpg,0.05219137,False,0,False
480, IMG/left_2016_12_01_13_33_09_868.jpg,0.28219137,False,0,False
481, IMG/right_2016_12_01_13_33_09_868.jpg,-0.17780863000000002,False,0,False
483, IMG/left_2016_12_01_13_33_09_970.jpg,0.28219137,False,0,False
486, IMG/left_2016_12_01_13_33_10_071.jpg,0.28219137,False,0,False
487, IMG/right_2016_12_01_13_33_10_071.jpg,-0.17780863000000002,False,0,False
488,IMG/center_2016_12_01_13_33_10_071.jpg,0.05219137,False,0,False
489, IMG/left_2016_12_01_13_33_10_173.jpg,0.3491711,False,0,False
490, IMG/right_2016_12_01_13_33_10_173.jpg,-0.11082890000000001,False,0,False
491,IMG/center_2016_12_01_13_33_10_173.jpg,0.1191711,False,0,False
492, IMG/left_2016_12_01_13_33_10_276.jpg,0.35873960000000005,False,0,False
495, IMG/left_2016_12_01_13_33_10_377.jpg,0.35873960000000005,False,0,False
497,IMG/center_2016_12_01_13_33_10_377.jpg,0.1287396,False,0,False
498, IMG/left_2016_12_01_13_33_10_479.jpg,0.35873960000000005,False,0,False
500,IMG/center_2016_12_01_13_33_10_479.jpg,0.1287396,False,0,False
501, IMG/left_2016_12_01_13_33_10_579.jpg,0.35873960000000005,False,0,False
502, IMG/right_2016_12_01_13_33_10_579.jpg,-0.1012604,False,0,False
503,IMG/center_2016_12_01_13_33_10_579.jpg,0.1287396,False,0,False
504, IMG/left_2016_12_01_13_33_10_682.jpg,0.3204655,False,0,False
505, IMG/right_2016_12_01_13_33_10_682.jpg,-0.1395345,False,0,False
507, IMG/left_2016_12_01_13_33_11_188.jpg,0.23,False,0,False
509,IMG/center_2016_12_01_13_33_11_188.jpg,0.0,False,0,False
516, IMG/left_2016_12_01_13_33_13_011.jpg,0.42571939999999997,False,0,False
517, IMG/right_2016_12_01_13_33_13_011.jpg,-0.03428060000000002,False,0,False
518,IMG/center_2016_12_01_13_33_13_011.jpg,0.1957194,False,0,False
519, IMG/left_2016_12_01_13_33_13_113.jpg,0.3204655,False,0,False
521,IMG/center_2016_12_01_13_33_13_113.jpg,0.09046549999999999,False,0,False
522, IMG/left_2016_12_01_13_33_14_230.jpg,0.23,False,0,False
523, IMG/right_2016_12_01_13_33_14_230.jpg,-0.23,False,0,False
525, IMG/left_2016_12_01_13_33_14_331.jpg,0.5022676,False,0,False
526, IMG/right_2016_12_01_13_33_14_331.jpg,0.04226759999999999,False,0,False
528, IMG/left_2016_12_01_13_33_14_433.jpg,0.5788158,False,0,False
529, IMG/right_2016_12_01_13_33_14_433.jpg,0.1188158,False,0,False
530,IMG/center_2016_12_01_13_33_14_433.jpg,0.3488158,False,0,False
531, IMG/left_2016_12_01_13_33_14_534.jpg,0.5788158,False,0,False
532, IMG/right_2016_12_01_13_33_14_534.jpg,0.1188158,False,0,False
534, IMG/left_2016_12_01_13_33_14_636.jpg,0.3204655,False,0,False
537, IMG/left_2016_12_01_13_33_14_838.jpg,0.23,False,0,False
538, IMG/right_2016_12_01_13_33_14_838.jpg,-0.23,False,0,False
542,IMG/center_2016_12_01_13_33_15_341.jpg,0.0,False,0,False
543, IMG/left_2016_12_01_13_33_15_544.jpg,0.07529920000000004,False,0,False
545,IMG/center_2016_12_01_13_33_15_544.jpg,-0.15470079999999997,False,0,False
547, IMG/right_2016_12_01_13_33_15_644.jpg,-0.38470079999999995,False,0,False
548,IMG/center_2016_12_01_13_33_15_644.jpg,-0.15470079999999997,False,0,False
549, IMG/left_2016_12_01_13_33_15_746.jpg,0.07529920000000004,False,0,False
551,IMG/center_2016_12_01_13_33_15_746.jpg,-0.15470079999999997,False,0,False
554,IMG/center_2016_12_01_13_33_15_847.jpg,-0.05026283,False,0,False
555, IMG/left_2016_12_01_13_33_16_453.jpg,0.23,False,0,False
558, IMG/left_2016_12_01_13_33_16_555.jpg,0.38744520000000005,False,0,False
559, IMG/right_2016_12_01_13_33_16_555.jpg,-0.07255479999999997,False,0,False
560,IMG/center_2016_12_01_13_33_16_555.jpg,0.15744520000000004,False,0,False
561, IMG/left_2016_12_01_13_33_16_655.jpg,0.36830820000000003,False,0,False
564, IMG/left_2016_12_01_13_33_16_755.jpg,0.24391724,False,0,False
565, IMG/right_2016_12_01_13_33_16_755.jpg,-0.21608276,False,0,False
568, IMG/right_2016_12_01_13_33_16_957.jpg,-0.23,False,0,False
573, IMG/left_2016_12_01_13_33_17_971.jpg,0.3491711,False,0,False
576, IMG/left_2016_12_01_13_33_18_073.jpg,0.38744520000000005,False,0,False
577, IMG/right_2016_12_01_13_33_18_073.jpg,-0.07255479999999997,False,0,False
583, IMG/right_2016_12_01_13_33_18_273.jpg,-0.09169179999999999,False,0,False
588, IMG/left_2016_12_01_13_33_18_979.jpg,0.23,False,0,False
589, IMG/right_2016_12_01_13_33_18_979.jpg,-0.23,False,0,False
590,IMG/center_2016_12_01_13_33_18_979.jpg,0.0,False,0,False
593,IMG/center_2016_12_01_13_33_19_687.jpg,0.0,False,0,False
595, IMG/right_2016_12_01_13_33_19_787.jpg,-0.23,False,0,False
597, IMG/left_2016_12_01_13_33_20_395.jpg,0.17973717,False,0,False
599,IMG/center_2016_12_01_13_33_20_395.jpg,-0.05026283,False,0,False
600, IMG/left_2016_12_01_13_33_20_497.jpg,0.14175974000000002,False,0,False
603, IMG/left_2016_12_01_13_33_20_597.jpg,0.14175974000000002,False,0,False
605,IMG/center_2016_12_01_13_33_20_597.jpg,-0.08824026,False,0,False
606, IMG/left_2016_12_01_13_33_20_697.jpg,0.14175974000000002,False,0,False
607, IMG/right_2016_12_01_13_33_20_697.jpg,-0.31824026,False,0,False
608,IMG/center_2016_12_01_13_33_20_697.jpg,-0.08824026,False,0,False
612, IMG/left_2016_12_01_13_33_21_607.jpg,0.35873960000000005,False,0,False
613, IMG/right_2016_12_01_13_33_21_607.jpg,-0.1012604,False,0,False
614,IMG/center_2016_12_01_13_33_21_607.jpg,0.1287396,False,0,False
615, IMG/left_2016_12_01_13_33_21_708.jpg,0.3970138,False,0,False
616, IMG/right_2016_12_01_13_33_21_708.jpg,-0.06298620000000002,False,0,False
618, IMG/left_2016_12_01_13_33_21_808.jpg,0.3970138,False,0,False
619, IMG/right_2016_12_01_13_33_21_808.jpg,-0.06298620000000002,False,0,False
621, IMG/left_2016_12_01_13_33_21_909.jpg,0.3970138,False,0,False
624, IMG/left_2016_12_01_13_33_22_011.jpg,0.31089697,False,0,False
625, IMG/right_2016_12_01_13_33_22_011.jpg,-0.14910303000000003,False,0,False
627, IMG/left_2016_12_01_13_33_22_111.jpg,0.23,False,0,False
634, IMG/right_2016_12_01_13_33_23_023.jpg,-0.23,False,0,False
637, IMG/right_2016_12_01_13_33_24_035.jpg,-0.23,False,0,False
641,IMG/center_2016_12_01_13_33_24_236.jpg,0.0,False,0,False
642, IMG/left_2016_12_01_13_33_24_639.jpg,0.23,False,0,False
643, IMG/right_2016_12_01_13_33_24_639.jpg,-0.23,False,0,False
644,IMG/center_2016_12_01_13_33_24_639.jpg,0.0,False,0,False
645, IMG/left_2016_12_01_13_33_25_144.jpg,0.3204655,False,0,False
646, IMG/right_2016_12_01_13_33_25_144.jpg,-0.1395345,False,0,False
647,IMG/center_2016_12_01_13_33_25_144.jpg,0.09046549999999999,False,0,False
651, IMG/left_2016_12_01_13_33_25_348.jpg,0.3204655,False,0,False
653,IMG/center_2016_12_01_13_33_25_348.jpg,0.09046549999999999,False,0,False
654, IMG/left_2016_12_01_13_33_25_450.jpg,0.3204655,False,0,False
